trade_date,close,open,high,low
1994-11-27,6.22,6.3,6.33,6.06
1994-12-04,6.22,6.2,6.33,6.15
1994-12-11,5.88,6.2,6.2,5.85
1994-12-18,6.2,5.9,6.42,5.58
1994-12-25,5.9,6.2,6.26,5.8
1995-01-01,6.0,5.88,6.3,5.7
1995-01-08,6.18,6.03,6.35,5.85
1995-01-15,5.65,6.15,6.15,5.58
1995-01-22,5.55,5.5,5.69,5.4
1995-01-29,5.57,5.4,5.65,5.0
1995-02-19,5.5,5.5,5.62,5.41
1995-02-26,5.5,5.5,6.2,5.48
1995-03-05,5.69,5.68,5.9,5.45
1995-03-12,5.68,5.85,6.1,5.68
1995-03-19,5.68,5.71,5.75,5.53
1995-03-26,5.62,5.6,5.75,5.54
1995-04-02,5.64,5.65,5.73,5.48
1995-04-09,5.73,5.64,5.8,5.55
1995-04-16,5.6,5.8,5.95,5.54
1995-04-23,5.69,5.64,5.9,5.5
1995-04-30,5.03,5.23,5.45,4.6
1995-05-07,4.95,5.03,5.08,4.78
1995-05-14,4.93,4.95,5.0,4.78
1995-05-21,6.43,4.93,6.8,4.78
1995-05-28,5.12,6.68,7.1,4.93
1995-06-04,5.07,5.15,5.18,4.98
1995-06-11,5.0,5.07,5.13,4.99
1995-06-18,4.82,4.95,5.05,4.68
1995-06-25,4.95,4.72,4.99,4.72
1995-07-02,4.83,4.98,5.01,4.78
1995-07-09,4.03,4.73,4.8,3.85
1995-07-16,4.02,4.05,4.1,3.93
1995-07-23,4.07,4.02,4.09,3.95
1995-07-30,4.04,4.08,4.16,3.99
1995-08-06,4.0,4.04,4.1,3.97
1995-08-13,4.28,4.0,4.48,4.0
1995-08-20,4.6,4.35,4.9,4.28
1995-08-27,4.25,4.6,4.7,4.18
1995-09-03,4.17,4.2,4.26,3.95
1995-09-10,4.15,4.2,4.25,4.08
1995-09-17,4.18,4.15,4.26,4.1
1995-09-24,4.03,4.2,4.21,4.0
1995-10-01,4.02,4.03,4.08,3.92
1995-10-08,3.99,4.05,4.05,3.96
1995-10-15,3.75,3.98,4.08,3.68
1995-10-22,4.15,3.75,4.2,3.71
1995-10-29,3.93,4.15,4.3,3.88
1995-11-05,3.86,3.95,3.95,3.75
1995-11-12,3.87,3.9,3.95,3.8
1995-11-19,3.82,3.85,3.96,3.75
1995-11-26,3.78,3.81,3.92,3.75
1995-12-03,3.72,3.76,3.78,3.65
1995-12-10,3.71,3.71,3.8,3.68
1995-12-17,3.66,3.73,3.75,3.64
1995-12-24,3.61,3.6,3.66,3.52
1995-12-31,3.49,3.53,3.58,3.45
1996-01-07,3.39,3.48,3.48,3.33
1996-01-14,3.4,3.35,3.49,3.34
1996-01-21,3.36,3.36,3.52,3.31
1996-01-28,3.35,3.33,3.38,3.25
1996-02-04,3.35,3.35,3.38,3.3
1996-02-11,3.3,3.32,3.43,3.23
1996-02-18,3.48,3.3,3.49,3.2
1996-03-10,3.43,3.65,3.7,3.38
1996-03-17,3.33,3.41,3.45,3.26
1996-03-24,3.38,3.31,3.42,3.31
1996-03-31,3.3,3.36,3.4,3.27
1996-04-07,3.4,3.35,3.45,3.25
1996-04-14,3.58,3.41,3.66,3.35
1996-04-21,3.8,3.59,3.93,3.56
1996-04-28,4.83,3.8,4.87,3.63
1996-05-05,5.16,4.83,6.0,4.71
1996-05-12,5.3,5.15,5.86,5.1
1996-05-19,6.24,5.3,6.28,5.3
1996-05-26,5.44,6.45,6.68,5.28
1996-06-02,5.58,5.48,5.75,5.3
1996-06-09,5.75,5.69,6.09,5.46
1996-06-16,5.95,5.75,6.4,5.65
1996-06-23,6.05,5.9,6.1,5.75
1996-06-30,6.16,6.07,6.84,6.07
1996-07-07,6.5,6.0,6.65,5.8
1996-07-14,7.5,6.65,7.6,6.59
1996-07-21,8.61,7.78,8.95,7.78
1996-07-28,8.29,8.61,9.3,8.18
1996-08-04,8.38,8.35,9.0,8.18
1996-08-11,7.93,8.4,8.58,7.35
1996-08-18,7.64,7.95,8.0,7.41
1996-08-25,7.25,7.5,7.65,7.06
1996-09-01,8.0,7.14,8.13,6.95
1996-09-08,7.7,8.21,8.5,7.61
1996-09-15,7.27,7.7,7.98,7.08
1996-09-22,7.4,7.27,7.7,7.0
1996-09-29,7.6,7.5,7.69,7.3
1996-10-06,7.78,7.75,8.1,7.65
1996-10-13,8.38,7.88,8.6,7.6
1996-10-20,8.46,8.59,9.26,8.38
1996-10-27,9.79,8.4,10.08,8.4
1996-11-03,9.82,9.9,10.74,9.52
1996-11-10,9.85,9.85,10.56,9.5
1996-11-17,12.11,10.05,12.2,10.05
1996-11-24,14.58,12.31,14.65,11.87
1996-12-01,14.93,15.16,16.2,14.28
1996-12-08,15.46,15.0,15.95,14.45
1996-12-15,14.8,15.45,16.16,14.6
1996-12-22,10.49,13.33,13.33,10.49
1996-12-29,10.4,10.51,11.16,8.57
1997-01-05,10.45,10.5,11.2,10.3
1997-01-12,10.25,10.4,10.5,9.36
1997-01-19,10.38,10.45,10.68,10.0
1997-01-26,10.98,10.45,11.15,10.2
1997-02-02,11.2,11.1,11.45,10.86
1997-02-23,10.45,10.06,11.25,9.51
1997-03-02,11.18,10.48,11.3,10.3
1997-03-09,11.29,11.2,11.65,10.9
1997-03-16,11.46,11.32,11.95,11.12
1997-03-23,12.24,11.5,12.43,11.4
1997-03-30,13.93,12.6,14.62,12.48
1997-04-06,14.25,14.0,14.7,13.8
1997-04-13,14.97,14.3,16.19,14.0
1997-04-20,16.5,15.2,16.7,14.88
1997-04-27,19.87,17.0,20.6,17.0
1997-05-04,20.28,19.9,21.5,19.5
1997-05-11,20.86,20.2,22.5,18.93
1997-05-18,17.4,21.2,22.0,17.4
1997-05-25,16.36,17.5,19.0,15.6
1997-06-01,17.97,16.6,18.5,15.7
1997-06-08,21.48,19.0,22.0,19.0
1997-06-15,20.5,22.3,22.51,18.25
1997-06-22,22.1,20.99,22.28,20.0
1997-06-29,21.09,22.95,24.23,20.72
1997-07-06,18.38,21.66,21.9,17.33
1997-07-13,17.59,18.19,18.3,15.2
1997-07-20,16.5,15.8,16.93,15.01
1997-07-27,16.0,16.8,17.5,15.5
1997-08-03,16.08,16.0,16.3,15.0
1997-08-10,15.2,16.0,16.15,15.0
1997-08-17,12.81,15.0,15.18,12.6
1997-08-24,13.03,12.7,13.5,11.71
1997-08-31,12.75,13.1,13.5,12.55
1997-09-07,12.94,12.61,13.3,12.3
1997-09-14,12.4,12.8,13.18,12.35
1997-09-21,11.96,12.28,12.4,11.76
1997-09-28,10.55,12.0,12.02,9.76
1997-10-05,10.59,10.6,10.7,10.2
1997-10-12,11.6,10.6,11.74,10.39
1997-10-19,13.42,11.65,13.65,11.3
1997-10-26,15.41,13.46,15.68,13.18
1997-11-02,14.88,15.58,16.1,14.24
1997-11-09,15.87,14.85,16.52,14.78
1997-11-16,15.4,15.83,15.95,14.6
1997-11-23,14.23,15.7,15.73,14.2
1997-11-30,14.08,14.01,14.2,13.18
1997-12-07,13.83,13.95,14.39,13.31
1997-12-14,14.1,13.9,14.46,13.75
1997-12-21,13.89,14.02,14.75,13.7
1997-12-28,13.91,13.8,14.4,13.51
1998-01-04,14.11,14.25,14.6,13.99
1998-01-11,14.09,14.1,15.08,13.91
1998-01-18,13.37,14.07,14.59,12.68
1998-01-25,13.1,13.3,13.5,12.88
1998-02-15,13.29,13.51,14.0,13.21
1998-02-22,12.96,13.29,13.29,12.8
1998-03-01,12.36,12.9,12.93,12.08
1998-03-08,11.68,12.2,12.4,11.66
1998-03-15,12.02,11.7,12.08,11.0
1998-03-22,12.49,12.02,12.98,11.7
1998-03-29,12.81,12.23,13.0,12.1
1998-04-05,13.54,12.98,14.25,12.98
1998-04-12,13.76,13.6,14.65,13.23
1998-04-19,13.02,13.76,14.1,12.88
1998-04-26,13.59,12.95,14.12,12.76
1998-05-03,14.07,13.59,14.36,13.38
1998-05-10,14.13,14.2,14.76,13.6
1998-05-17,13.64,14.15,14.2,13.5
1998-05-24,13.62,14.0,14.39,13.5
1998-05-31,13.4,13.62,14.0,13.26
1998-06-07,13.33,13.4,13.6,13.0
1998-06-14,12.7,13.35,13.41,12.48
1998-06-21,12.71,12.75,12.85,12.13
1998-06-28,12.3,12.65,12.73,12.15
1998-07-05,12.9,12.15,13.5,11.55
1998-07-12,11.6,12.8,13.04,11.51
1998-07-19,11.01,11.6,11.7,10.98
1998-07-26,11.39,11.58,11.9,10.93
1998-08-02,11.13,11.2,11.54,10.95
1998-08-09,10.46,11.1,11.28,10.3
1998-08-16,9.92,10.38,10.38,9.5
1998-08-23,9.99,9.9,10.2,8.4
1998-08-30,9.29,9.99,10.19,9.05
1998-09-06,9.2,9.1,9.51,8.8
1998-09-13,9.58,9.25,9.89,9.18
1998-09-20,9.58,9.6,10.47,9.45
1998-09-27,9.42,9.5,9.75,9.26
1998-10-04,9.54,9.4,9.7,9.26
1998-10-11,9.23,9.58,9.69,9.15
1998-10-18,9.23,9.25,9.4,9.02
1998-10-25,8.88,9.24,9.4,8.51
1998-11-01,8.7,8.85,8.9,8.51
1998-11-08,9.04,8.75,9.2,8.6
1998-11-15,9.0,9.15,9.5,8.91
1998-11-22,9.23,9.08,9.68,9.0
1998-11-29,9.06,9.25,9.35,8.88
1998-12-06,8.8,9.05,9.35,8.77
1998-12-13,8.77,9.1,9.19,8.58
1998-12-20,8.45,8.7,8.8,8.4
1998-12-27,8.59,8.5,8.8,8.45
1999-01-03,8.4,8.6,8.74,8.31
1999-01-10,8.59,8.31,8.62,8.05
1999-01-17,8.1,8.55,8.55,8.04
1999-01-24,8.0,8.06,8.2,7.6
1999-01-31,7.85,7.98,8.05,7.71
1999-02-07,7.82,7.85,8.08,7.69
1999-02-14,7.68,7.78,7.83,7.4
1999-03-07,8.09,7.8,8.35,7.5
1999-03-14,8.2,8.09,8.25,7.8
1999-03-21,7.92,8.2,8.2,7.71
1999-03-28,7.97,7.91,8.2,7.78
1999-04-04,7.96,7.94,8.15,7.8
1999-04-11,8.15,7.96,8.46,7.9
1999-04-18,8.29,8.1,8.65,7.88
1999-04-25,8.4,8.36,8.8,8.1
1999-05-02,9.09,8.45,9.17,8.4
1999-05-09,8.7,9.2,9.3,8.65
1999-05-16,8.03,8.55,8.68,8.01
1999-05-23,8.52,8.0,8.73,7.85
1999-05-30,11.0,8.48,11.1,8.3
1999-06-06,10.77,11.05,12.0,10.24
1999-06-13,11.3,10.5,11.61,10.5
1999-06-20,11.88,11.35,12.38,10.8
1999-06-27,13.65,12.0,13.8,11.9
1999-07-04,13.57,13.45,15.8,12.5
1999-07-11,12.99,13.88,14.5,12.65
1999-07-18,11.51,13.0,13.1,11.5
1999-07-25,12.34,11.2,13.08,10.9
1999-08-01,12.92,12.28,13.25,12.13
1999-08-08,11.9,13.01,13.33,11.5
1999-08-15,11.09,11.9,12.0,11.0
1999-08-22,11.94,11.05,12.32,10.6
1999-08-29,11.53,11.9,12.2,11.45
1999-09-05,11.03,11.5,11.7,10.9
1999-09-12,11.62,11.0,11.65,10.65
1999-09-19,11.1,11.6,11.62,11.05
1999-09-26,10.86,11.09,11.1,10.75
1999-10-03,10.61,10.86,11.0,10.6
1999-10-10,10.31,10.88,10.88,10.29
1999-10-17,10.11,10.3,10.31,9.75
1999-10-24,9.48,10.25,10.28,9.2
1999-10-31,9.73,9.48,10.1,9.22
1999-11-07,10.29,9.7,10.29,9.2
1999-11-14,10.87,10.45,11.6,10.4
1999-11-21,11.84,10.8,12.29,10.65
1999-11-28,11.16,11.84,12.0,11.05
1999-12-05,11.03,11.15,12.2,10.76
1999-12-12,10.63,11.05,11.3,10.31
1999-12-19,10.8,10.63,11.46,10.32
1999-12-26,9.81,10.7,10.7,9.68
2000-01-02,9.75,9.9,9.9,9.4
2000-01-09,10.99,9.8,11.0,9.6
2000-01-16,10.03,10.68,11.7,10.0
2000-01-23,10.08,9.99,10.4,9.73
2000-01-30,10.55,10.07,10.78,9.8
2000-02-20,12.1,10.81,12.97,10.5
2000-02-27,12.77,12.36,14.6,12.01
2000-03-05,15.03,12.78,16.25,12.68
2000-03-12,13.1,15.08,15.3,12.85
2000-03-19,12.49,13.1,13.47,11.66
2000-03-26,12.71,12.2,13.3,12.0
2000-04-02,12.69,12.65,13.39,12.5
2000-04-09,13.04,12.7,13.5,12.08
2000-04-16,13.17,13.1,13.66,12.78
2000-04-23,12.87,13.1,13.16,12.53
2000-04-30,12.48,12.8,12.83,12.09
2000-05-14,11.2,12.5,12.5,11.16
2000-05-21,11.26,11.2,11.5,10.74
2000-05-28,12.0,11.35,12.38,11.35
2000-06-04,12.6,12.16,12.98,11.6
2000-06-11,12.41,12.6,13.19,12.2
2000-06-18,12.41,12.41,12.89,12.15
2000-06-25,12.38,12.48,12.6,12.08
2000-07-02,13.51,12.4,14.28,12.4
2000-07-09,13.02,13.5,13.75,12.71
2000-07-16,13.95,13.03,14.2,13.03
2000-07-23,14.26,14.05,14.7,13.56
2000-07-30,14.1,14.36,14.98,14.0
2000-08-06,13.85,14.1,14.38,13.8
2000-08-13,14.35,13.87,14.6,13.8
2000-08-20,14.19,14.59,14.88,14.15
2000-08-27,13.72,14.1,14.22,13.18
2000-09-03,12.76,13.73,13.98,12.71
2000-09-10,12.44,12.75,13.16,12.25
2000-09-17,12.92,12.56,13.4,12.3
2000-09-24,12.47,12.92,13.01,12.3
2000-10-01,12.37,12.47,12.64,12.18
2000-10-15,12.69,12.38,13.0,12.2
2000-10-22,13.06,12.8,13.17,12.38
2000-10-29,13.47,13.1,13.55,13.0
2000-11-05,13.18,13.56,13.75,13.08
2000-11-12,13.76,13.18,14.08,13.16
2000-11-19,13.91,13.78,14.52,13.66
2000-11-26,13.76,13.91,14.65,13.67
2000-12-03,14.19,13.7,14.4,13.49
2000-12-10,14.22,14.25,14.7,14.0
2000-12-17,13.74,14.3,14.34,13.64
2000-12-24,13.88,13.73,14.17,13.5
2000-12-31,13.99,13.88,14.35,13.79
2001-01-07,14.94,14.0,15.18,13.95
2001-01-14,15.57,15.05,15.99,14.5
2001-01-21,14.93,15.4,15.47,14.55
2001-02-11,13.92,14.97,15.05,13.66
2001-02-18,14.51,13.99,14.6,13.7
2001-02-25,13.82,14.51,14.92,12.96
2001-03-04,14.21,13.88,14.23,13.56
2001-03-11,14.26,14.21,14.38,13.84
2001-03-18,14.16,14.35,14.5,14.05
2001-03-25,14.42,14.16,15.15,14.1
2001-04-01,15.13,14.46,15.5,14.45
2001-04-08,14.73,15.15,15.31,14.6
2001-04-15,15.13,14.7,15.43,14.68
2001-04-22,15.3,15.19,15.83,15.1
2001-04-29,14.65,15.3,15.4,14.55
2001-05-06,14.58,14.65,14.69,14.53
2001-05-13,14.59,14.6,14.79,14.3
2001-05-20,14.84,14.6,15.05,14.52
2001-05-27,14.24,14.9,14.91,14.17
2001-06-03,14.2,14.24,14.5,14.1
2001-06-10,14.13,14.28,14.4,14.05
2001-06-17,14.36,14.13,14.47,13.96
2001-06-24,14.41,14.42,14.43,13.81
2001-07-01,14.81,14.96,15.2,14.6
2001-07-08,14.28,14.81,14.87,14.27
2001-07-15,14.25,14.28,14.6,14.0
2001-07-22,15.0,14.5,15.2,14.2
2001-07-29,14.49,15.0,15.19,14.38
2001-08-05,14.2,14.49,14.49,13.7
2001-08-12,14.32,14.2,14.47,13.65
2001-08-19,14.39,14.25,14.79,14.12
2001-08-26,14.81,14.39,15.17,14.21
2001-09-02,14.6,14.8,15.07,14.41
2001-09-09,14.79,14.62,15.38,14.5
2001-09-16,14.85,14.7,15.5,14.6
2001-09-23,14.68,14.8,15.05,14.4
2001-09-30,14.77,14.68,15.99,14.54
2001-10-14,14.0,14.8,15.11,12.8
2001-10-21,12.42,13.9,14.0,12.15
2001-10-28,13.61,12.37,14.32,12.12
2001-11-04,13.3,13.6,13.8,12.98
2001-11-11,13.27,13.26,13.4,12.33
2001-11-18,13.16,13.35,14.0,12.71
2001-11-25,13.27,13.13,13.56,12.99
2001-12-02,13.5,13.01,13.53,13.01
2001-12-09,13.43,13.51,13.93,13.4
2001-12-16,13.22,13.4,13.8,13.0
2001-12-23,12.99,13.2,13.5,12.7
2001-12-30,13.15,12.9,13.2,12.68
2002-01-06,12.99,13.12,13.38,12.95
2002-01-13,12.31,12.9,12.97,12.0
2002-01-20,11.28,12.2,12.25,10.93
2002-01-27,12.0,11.27,12.26,10.88
2002-02-03,12.49,11.76,12.87,11.05
2002-02-10,12.5,12.45,12.77,12.31
2002-03-03,12.47,12.91,13.21,12.45
2002-03-10,13.4,12.45,13.65,12.37
2002-03-17,13.01,13.39,13.78,12.98
2002-03-24,13.12,13.4,13.59,13.0
2002-03-31,12.68,13.1,13.18,12.6
2002-04-07,12.66,12.6,12.93,12.38
2002-04-14,12.72,12.61,13.14,12.61
2002-04-21,12.47,12.72,12.73,12.32
2002-04-28,12.33,12.35,12.44,12.08
2002-05-05,12.42,12.33,12.58,12.3
2002-05-12,12.14,12.4,12.55,12.06
2002-05-19,11.48,12.06,12.3,11.43
2002-05-26,11.82,11.51,12.1,11.45
2002-06-02,11.3,11.94,11.96,11.23
2002-06-09,11.42,11.2,11.81,10.98
2002-06-16,11.43,11.42,11.58,11.22
2002-06-23,11.9,11.5,12.16,11.29
2002-06-30,13.21,13.09,13.55,12.55
2002-07-07,12.83,13.27,13.75,12.65
2002-07-14,12.59,12.85,12.93,12.51
2002-07-21,12.52,12.55,12.6,12.2
2002-07-28,12.01,12.51,12.51,11.98
2002-08-04,12.13,12.05,12.22,11.95
2002-08-11,11.9,12.18,12.39,11.87
2002-08-18,11.79,11.87,12.02,11.63
2002-08-25,12.14,11.78,12.3,11.75
2002-09-01,11.87,12.1,12.1,11.82
2002-09-08,11.72,11.87,11.97,11.7
2002-09-15,11.58,11.7,11.7,11.33
2002-09-22,11.55,11.57,11.94,11.34
2002-09-29,11.43,11.53,11.74,11.41
2002-10-13,11.1,11.38,11.4,11.0
2002-10-20,11.1,11.19,11.28,10.98
2002-10-27,11.1,11.1,11.34,11.01
2002-11-03,11.05,11.0,11.1,10.9
2002-11-10,11.24,11.05,11.45,11.0
2002-11-17,10.09,11.2,11.2,9.92
2002-11-24,10.22,10.09,10.5,9.95
2002-12-01,10.13,10.21,10.32,9.49
2002-12-08,9.86,10.13,10.18,9.72
2002-12-15,9.77,9.8,9.93,9.55
2002-12-22,9.94,9.78,10.09,9.68
2002-12-29,9.79,9.91,10.06,9.6
2003-01-05,9.09,9.7,9.72,9.05
2003-01-12,9.54,9.08,9.65,8.99
2003-01-19,10.16,9.5,10.3,9.4
2003-01-26,9.96,10.16,10.3,9.75
2003-02-02,10.07,9.96,10.15,9.87
2003-02-16,10.26,10.1,10.43,9.81
2003-02-23,9.94,10.25,10.36,9.94
2003-03-02,10.33,9.94,10.36,9.9
2003-03-09,10.9,10.35,11.05,10.3
